id,true_label,noaug_pred,aug_pred,noaug_correct,aug_correct,noaug_invalid,aug_invalid,outcome,invalid_transition,retrieved_id_noaug,retrieved_id_aug,similarity_noaug,similarity_aug
test_01168,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_02294,train_02294,0.7578779458999634,0.7578780651092529
test_01169,Depression,Depression,INVALID,True,False,False,True,noaug_only_correct,valid_to_invalid,train_00370,aug_train_01932_1,0.6343238353729248,0.6606799364089966
test_01170,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01669,train_01669,0.4791780710220337,0.4791780710220337
test_01171,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03938,aug_train_03955_0,0.35749801993370056,0.3599233627319336
test_01172,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02340,train_02340,0.6566563844680786,0.6566564440727234
test_01173,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03899,aug_train_02926_1,0.459164023399353,0.47241950035095215
test_01174,Depression,Depression,INVALID,True,False,False,True,noaug_only_correct,valid_to_invalid,train_03341,aug_train_02900_1,0.5877730846405029,0.6001220345497131
test_01175,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03691,aug_train_04720_1,0.786812961101532,0.80500328540802
test_01176,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03435,aug_train_03783_0,0.5073139667510986,0.5347830057144165
test_01177,Normal,Normal,Anxiety,True,False,False,False,noaug_only_correct,valid_to_valid,train_02187,aug_train_04062_0,0.5008673667907715,0.5343272686004639
test_01178,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05292,aug_train_03781_1,0.6134666204452515,0.6822638511657715
test_01179,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01247,train_01247,0.7771950960159302,0.7771949768066406
test_01180,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02946,aug_train_02946_1,0.6788357496261597,0.6967170238494873
test_01181,Depression,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_02777,train_02777,0.7693288326263428,0.7693288922309875
test_01182,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05326,aug_train_05326_0,0.532070517539978,0.5611203908920288
test_01183,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00670,train_00670,0.37887585163116455,0.3788759112358093
test_01184,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03466,aug_train_02304_1,0.7446106672286987,0.7729009389877319
test_01185,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05134,train_05134,0.6912736892700195,0.6912734508514404
test_01186,Bipolar,Bipolar,Normal,True,False,False,False,noaug_only_correct,valid_to_valid,train_04382,aug_train_03158_0,0.5229405760765076,0.6817405223846436
test_01187,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03017,aug_train_03017_0,0.7044565677642822,0.7049068212509155
test_01188,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_01833,aug_train_00055_0,0.5151039361953735,0.5227861404418945
test_01189,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05381,aug_train_00652_0,0.536963164806366,0.6078555583953857
test_01190,Depression,Depression,Bipolar,True,False,False,False,noaug_only_correct,valid_to_valid,train_03547,aug_train_04420_0,0.6957682371139526,0.7065655589103699
test_01191,Depression,Bipolar,INVALID,False,False,False,True,both_wrong,valid_to_invalid,train_01308,aug_train_02855_0,0.6042025685310364,0.6449248790740967
test_01192,Bipolar,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00775,train_00775,0.6457850933074951,0.6457852125167847
test_01193,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_03929,train_03929,0.7010584473609924,0.7010585069656372
test_01194,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04012,train_04012,0.7254420518875122,0.7254421710968018
test_01195,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05459,aug_train_01335_0,0.6408715844154358,0.6425466537475586
test_01196,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03638,aug_train_03638_1,0.5412195324897766,0.6081669926643372
test_01197,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01168,train_01168,0.7273621559143066,0.7273621559143066
test_01198,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04780,aug_train_05158_1,0.7055981755256653,0.7423934936523438
test_01199,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03878,train_03878,0.7462486028671265,0.7462484240531921
test_01200,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00585,train_00585,0.513900876045227,0.513900876045227
test_01201,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01384,aug_train_00038_1,0.6705674529075623,0.6805863976478577
test_01202,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04927,aug_train_00770_1,0.6646890044212341,0.7187970876693726
test_01203,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00899,train_00899,0.3883790373802185,0.3883790969848633
test_01204,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05140,train_05140,0.7859697341918945,0.7859697341918945
test_01205,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01089,aug_train_01089_1,0.7319419980049133,0.7807931900024414
test_01206,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05850,train_05850,0.46634629368782043,0.46634641289711
test_01207,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03598,aug_train_03598_0,0.3780527412891388,0.4147636294364929
test_01208,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01633,aug_train_01606_1,0.7016521096229553,0.7398884892463684
test_01209,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03066,train_03066,0.4440228343009949,0.4440228044986725
test_01210,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03767,aug_train_01442_0,0.7185741662979126,0.7549660801887512
test_01211,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02441,aug_train_02441_0,0.6710165739059448,0.6813676357269287
test_01212,Anxiety,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_01469,train_01469,0.8340764045715332,0.8340765237808228
test_01213,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05105,train_05105,0.5035601258277893,0.5035603046417236
test_01214,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_01570,train_01570,0.7570428848266602,0.7570429444313049
test_01215,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05940,aug_train_05940_1,0.8225303888320923,0.8348343968391418
test_01216,Normal,Depression,Normal,False,True,False,False,aug_only_correct,valid_to_valid,train_02203,aug_train_00774_0,0.3520631194114685,0.4000219702720642
test_01217,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04867,aug_train_03577_1,0.4435654878616333,0.4719061255455017
test_01218,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02452,aug_train_02452_1,0.33772966265678406,0.34222474694252014
test_01219,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_00541,train_00541,0.7461786866188049,0.7461786270141602
test_01220,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_01884,train_01884,0.7596546411514282,0.7596546411514282
test_01221,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_05832,aug_train_04229_1,0.47243788838386536,0.47403058409690857
test_01222,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_01064,train_01064,0.5666555762290955,0.5666555166244507
test_01223,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05043,train_05043,0.6638534665107727,0.6638534069061279
test_01224,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03581,train_03581,0.6075528264045715,0.6075528860092163
test_01225,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02560,train_02560,0.7214027047157288,0.721402645111084
test_01226,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02666,train_02666,0.6548385620117188,0.6548385620117188
test_01227,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04036,train_04036,0.7591813802719116,0.7591812610626221
test_01228,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04516,aug_train_01941_1,0.6837502717971802,0.7135014533996582
test_01229,Normal,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_02877,train_02877,0.3854975700378418,0.3854976296424866
test_01230,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05483,aug_train_05534_0,0.6955268383026123,0.7138268947601318
test_01231,Anxiety,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_05218,aug_train_03909_1,0.645997941493988,0.6600791811943054
test_01232,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05605,train_05605,0.6586145162582397,0.6586145162582397
test_01233,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_02876,train_02876,0.6600311994552612,0.6600311994552612
test_01234,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_01134,train_01134,0.7850872278213501,0.7850874066352844
test_01235,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04055,train_04055,0.7284727692604065,0.7284727096557617
test_01236,Bipolar,Depression,Bipolar,False,True,False,False,aug_only_correct,valid_to_valid,train_05271,aug_train_04576_1,0.6331416368484497,0.6771213412284851
test_01237,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04054,train_04054,0.7830698490142822,0.7830698490142822
test_01238,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02797,train_02797,0.5126371383666992,0.5126370787620544
test_01239,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04950,aug_train_02349_0,0.6452594995498657,0.645577073097229
test_01240,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05699,aug_train_01972_0,0.4406593441963196,0.4488542079925537
test_01241,Depression,Depression,Bipolar,True,False,False,False,noaug_only_correct,valid_to_valid,train_03117,aug_train_05156_1,0.6714532375335693,0.6971310377120972
test_01242,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05043,train_05043,0.6288614273071289,0.6288613080978394
test_01243,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_00473,train_00473,0.6343486309051514,0.6343483924865723
test_01244,Depression,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_01687,train_01687,0.5080143809318542,0.5080143213272095
test_01245,Depression,Depression,Anxiety,True,False,False,False,noaug_only_correct,valid_to_valid,train_00407,aug_train_04083_1,0.6399861574172974,0.687059760093689
test_01246,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04049,train_04049,0.40816646814346313,0.4081664979457855
test_01247,Depression,Anxiety,Depression,False,True,False,False,aug_only_correct,valid_to_valid,train_05198,aug_train_04854_0,0.6822564005851746,0.715028703212738
test_01248,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04547,train_04547,0.7740683555603027,0.7740683555603027
test_01249,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00409,train_00409,0.5230691432952881,0.5230692625045776
test_01250,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05256,train_05256,0.706527590751648,0.706527590751648
test_01251,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03805,train_03805,0.4375545382499695,0.4375545084476471
test_01252,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04820,aug_train_04533_0,0.6875161528587341,0.704027533531189
test_01253,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01825,aug_train_01825_0,0.7280428409576416,0.742827296257019
test_01254,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03691,aug_train_04720_1,0.7968007326126099,0.8091220259666443
test_01255,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01433,train_01433,0.7968010902404785,0.7968009114265442
test_01256,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00120,aug_train_04047_0,0.5830328464508057,0.5880861282348633
test_01257,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00078,train_00078,0.38264262676239014,0.38264256715774536
test_01258,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00095,train_00095,0.5341095328330994,0.5341094136238098
test_01259,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02471,aug_train_05718_1,0.5650618076324463,0.5702803134918213
test_01260,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00267,train_00267,0.6985354423522949,0.6985355019569397
test_01261,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04536,train_04536,0.4909404516220093,0.4909403324127197
test_01262,Normal,Anxiety,Depression,False,False,False,False,both_wrong,valid_to_valid,train_02929,aug_train_02378_1,0.40031856298446655,0.41726332902908325
test_01263,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05967,aug_train_05967_0,0.6014307141304016,0.6230072975158691
test_01264,Depression,Bipolar,Depression,False,True,False,False,aug_only_correct,valid_to_valid,train_04657,aug_train_01799_1,0.5695697069168091,0.5871528387069702
test_01265,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04072,aug_train_05107_1,0.29217708110809326,0.3153529167175293
test_01266,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05098,train_05098,0.8080500364303589,0.808050274848938
test_01267,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_03967,train_03967,0.35421252250671387,0.35421258211135864
test_01268,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05634,aug_train_05634_0,0.7839547395706177,0.8010624051094055
test_01269,Bipolar,Anxiety,Bipolar,False,True,False,False,aug_only_correct,valid_to_valid,train_04970,aug_train_02170_1,0.5262161493301392,0.5391955971717834
test_01270,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02431,aug_train_02431_1,0.5478070974349976,0.6583825349807739
test_01271,Anxiety,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_02237,train_02237,0.6278729438781738,0.6278731822967529
test_01272,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00860,aug_train_02909_1,0.44898027181625366,0.48311153054237366
test_01273,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_00591,train_00591,0.538774847984314,0.5387747883796692
test_01274,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03437,aug_train_03437_1,0.6839175224304199,0.7680882215499878
test_01275,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00195,train_00195,0.49059048295021057,0.49059033393859863
test_01276,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02985,train_02985,0.7110185623168945,0.7110185027122498
test_01277,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_04389,train_04389,0.43344664573669434,0.43344658613204956
test_01278,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03893,train_03893,0.542056143283844,0.5420560836791992
test_01279,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_02442,train_02442,0.658755898475647,0.6587558388710022
test_01280,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00849,aug_train_01450_1,0.5234497785568237,0.5347325801849365
test_01281,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02652,aug_train_01597_1,0.4289591312408447,0.5124717950820923
test_01282,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01881,train_01881,0.7671891450881958,0.7671890258789062
test_01283,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04363,aug_train_02270_1,0.6881767511367798,0.7222920656204224
test_01284,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_02404,train_02404,0.5902843475341797,0.5902843475341797
test_01285,Normal,Anxiety,Depression,False,False,False,False,both_wrong,valid_to_valid,train_02224,aug_train_02553_1,0.4553685784339905,0.5315200686454773
test_01286,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04114,train_04114,0.8278282284736633,0.8278281688690186
test_01287,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00700,aug_train_00700_1,0.650648832321167,0.6557620167732239
test_01288,Normal,Normal,INVALID,True,False,False,True,noaug_only_correct,valid_to_invalid,train_00850,aug_train_00647_0,0.44639870524406433,0.4815788269042969
test_01289,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01701,train_01701,0.6260711550712585,0.6260712146759033
test_01290,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05541,train_05541,0.3095906972885132,0.3095906674861908
test_01291,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00654,aug_train_00654_0,0.6146200895309448,0.6533552408218384
test_01292,Anxiety,Bipolar,Anxiety,False,True,False,False,aug_only_correct,valid_to_valid,train_05344,aug_train_02323_1,0.7309098839759827,0.7638030648231506
test_01293,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02312,train_02312,0.4786593019962311,0.4786593019962311
test_01294,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05854,aug_train_02412_0,0.8066724538803101,0.8344915509223938
test_01295,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01129,aug_train_01149_0,0.8001677989959717,0.8128305077552795
test_01296,Normal,Bipolar,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00857,aug_train_03492_0,0.5206923484802246,0.583048939704895
test_01297,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00950,train_00950,0.713520884513855,0.7135207653045654
test_01298,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_00904,train_00904,0.7543556690216064,0.7543559074401855
test_01299,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_01071,train_01071,0.6565631628036499,0.6565631031990051
test_01300,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04634,aug_train_03816_1,0.6232603788375854,0.7491600513458252
test_01301,Bipolar,Depression,Depression,False,False,False,False,both_wrong,valid_to_valid,train_03620,train_03620,0.582164466381073,0.5821642279624939
test_01302,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_02215,train_02215,0.7842656373977661,0.7842658162117004
test_01303,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00966,aug_train_00966_1,0.6940808296203613,0.7494339942932129
test_01304,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04899,aug_train_04899_0,0.6591312885284424,0.6645283699035645
test_01305,Bipolar,Bipolar,Depression,True,False,False,False,noaug_only_correct,valid_to_valid,train_03359,aug_train_01651_1,0.5857877135276794,0.6233843564987183
test_01306,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04662,train_04662,0.5511695146560669,0.5511695146560669
test_01307,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03491,aug_train_03491_1,0.6763242483139038,0.7126619815826416
test_01308,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01897,aug_train_01897_1,0.6891676187515259,0.7263562679290771
test_01309,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04440,train_04440,0.7522525191307068,0.7522523403167725
test_01310,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04768,train_04768,0.772193431854248,0.7721935510635376
test_01311,Bipolar,Depression,Depression,False,False,False,False,both_wrong,valid_to_valid,train_03174,train_03174,0.732464075088501,0.7324640154838562
test_01312,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03680,train_03680,0.4855891466140747,0.48558908700942993
test_01313,Depression,Anxiety,Depression,False,True,False,False,aug_only_correct,valid_to_valid,train_02329,aug_train_04258_1,0.44943588972091675,0.45536187291145325
test_01314,Depression,Normal,Normal,False,False,False,False,both_wrong,valid_to_valid,train_04151,train_04151,0.6752877235412598,0.6752877235412598
test_01315,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00388,train_00388,0.7376405596733093,0.7376406192779541
test_01316,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05066,aug_train_03798_1,0.4198070168495178,0.5131427645683289
test_01317,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01718,aug_train_01718_0,0.8005028963088989,0.807499885559082
test_01318,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02065,aug_train_04692_1,0.7563328742980957,0.7658708095550537
test_01319,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04539,aug_train_04539_0,0.6460771560668945,0.6566576957702637
test_01320,Normal,Depression,Depression,False,False,False,False,both_wrong,valid_to_valid,train_04163,aug_train_04163_1,0.4923090934753418,0.5882240533828735
test_01321,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05969,aug_train_05969_0,0.6854979395866394,0.7005725502967834
test_01322,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04134,aug_train_03121_0,0.49783211946487427,0.577478289604187
test_01323,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05789,train_05789,0.5682371854782104,0.5682372450828552
test_01324,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02762,aug_train_02762_0,0.6626092791557312,0.7520940899848938
test_01325,Depression,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_02716,train_02716,0.5631054639816284,0.563105583190918
test_01326,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02683,train_02683,0.607841968536377,0.607841968536377
test_01327,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05716,train_05716,0.692878007888794,0.6928778886795044
test_01328,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05892,aug_train_00774_0,0.32405683398246765,0.33265769481658936
test_01329,Bipolar,Bipolar,Anxiety,True,False,False,False,noaug_only_correct,valid_to_valid,train_00553,aug_train_00811_1,0.47333824634552,0.5342392325401306
test_01330,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04846,aug_train_02486_0,0.36993932723999023,0.3787597715854645
test_01331,Bipolar,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_03012,train_03012,0.48862406611442566,0.48862403631210327
test_01332,Anxiety,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_04703,train_04703,0.5572597980499268,0.5572597980499268
test_01333,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00884,train_00884,0.7804892063140869,0.7804893255233765
test_01334,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_05298,aug_train_02488_1,0.37479886412620544,0.41004154086112976
test_01335,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03516,aug_train_03197_1,0.6146607398986816,0.637805700302124
test_01336,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02728,aug_train_03696_1,0.5692148804664612,0.5962597131729126
test_01337,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00133,aug_train_01684_1,0.6019783020019531,0.6580005884170532
test_01338,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00949,aug_train_00494_1,0.4920136034488678,0.5580812692642212
test_01339,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_01678,aug_train_00856_1,0.7026007175445557,0.7576884031295776
test_01340,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03762,train_03762,0.33782339096069336,0.33782345056533813
test_01341,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04205,train_04205,0.6216750741004944,0.6216747760772705
test_01342,Bipolar,Depression,Bipolar,False,True,False,False,aug_only_correct,valid_to_valid,train_05274,aug_train_02696_1,0.766952633857727,0.8020702600479126
test_01343,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05769,aug_train_02067_1,0.26683875918388367,0.31166940927505493
test_01344,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02008,train_02008,0.8221298456192017,0.8221298456192017
test_01345,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05139,aug_train_05139_1,0.5825322270393372,0.6110807657241821
test_01346,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00860,aug_train_00860_1,0.5704020857810974,0.5795495510101318
test_01347,Depression,Depression,Bipolar,True,False,False,False,noaug_only_correct,valid_to_valid,train_01347,aug_train_02689_0,0.7806022763252258,0.8060934543609619
test_01348,Anxiety,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_05684,train_05684,0.6840494871139526,0.6840494871139526
test_01349,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_00904,aug_train_01414_1,0.7091213464736938,0.7133998870849609
test_01350,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02733,train_02733,0.7088830471038818,0.7088829278945923
test_01351,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_02498,train_02498,0.5020370483398438,0.5020370483398438
test_01352,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02769,aug_train_01706_1,0.3876355290412903,0.4264701306819916
test_01353,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_03251,aug_train_05030_1,0.4909709692001343,0.5083224773406982
test_01354,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02409,train_02409,0.7907532453536987,0.7907530069351196
test_01355,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04924,train_04924,0.6776509881019592,0.677651047706604
test_01356,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_05614,train_05614,0.7438540458679199,0.7438540458679199
test_01357,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_01921,train_01921,0.7206140160560608,0.7206137776374817
test_01358,Bipolar,Normal,Depression,False,False,False,False,both_wrong,valid_to_valid,train_05379,aug_train_05379_1,0.6473110914230347,0.7176166772842407
test_01359,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02345,train_02345,0.47535035014152527,0.4753502905368805
