id,nested_source_id,source_id,old_split,new_split,nested_role
train_03152,train_03152,train_03152,train,train,train_legacy
train_02951,train_02951,train_02951,train,train,train_legacy
train_02015,train_02015,train_02015,train,train,train_legacy
train_00780,train_00780,train_00780,train,train,train_legacy
train_03614,train_03614,train_03614,train,train,train_legacy
train_01527,train_01527,train_01527,train,train,train_legacy
train_01277,train_01277,train_01277,train,train,train_legacy
train_01458,train_01458,train_01458,train,train,train_legacy
train_01192,train_01192,train_01192,train,train,train_legacy
train_added_test_01309,test_01309,test_01309,test,train,train_added
train_02137,train_02137,train_02137,train,train,train_legacy
train_04604,train_04604,train_04604,train,train,train_legacy
train_04484,train_04484,train_04484,train,train,train_legacy
train_05968,train_05968,train_05968,train,train,train_legacy
train_03294,train_03294,train_03294,train,train,train_legacy
train_05726,train_05726,train_05726,train,train,train_legacy
train_added_test_00745,test_00745,test_00745,test,train,train_added
train_00897,train_00897,train_00897,train,train,train_legacy
train_04972,train_04972,train_04972,train,train,train_legacy
train_03123,train_03123,train_03123,train,train,train_legacy
train_00095,train_00095,train_00095,train,train,train_legacy
train_02175,train_02175,train_02175,train,train,train_legacy
train_02747,train_02747,train_02747,train,train,train_legacy
train_00494,train_00494,train_00494,train,train,train_legacy
train_02430,train_02430,train_02430,train,train,train_legacy
train_added_test_01596,test_01596,test_01596,test,train,train_added
train_00604,train_00604,train_00604,train,train,train_legacy
train_05987,train_05987,train_05987,train,train,train_legacy
train_00440,train_00440,train_00440,train,train,train_legacy
train_00677,train_00677,train_00677,train,train,train_legacy
train_added_val_confirm_00812,val_confirm_00812,val_confirm_00812,val_confirm,train,train_added
train_added_test_01392,test_01392,test_01392,test,train,train_added
train_02065,train_02065,train_02065,train,train,train_legacy
train_added_test_01325,test_01325,test_01325,test,train,train_added
train_02164,train_02164,train_02164,train,train,train_legacy
train_00456,train_00456,train_00456,train,train,train_legacy
train_05430,train_05430,train_05430,train,train,train_legacy
train_added_test_00159,test_00159,test_00159,test,train,train_added
train_added_val_confirm_00852,val_confirm_00852,val_confirm_00852,val_confirm,train,train_added
train_00219,train_00219,train_00219,train,train,train_legacy
train_02431,train_02431,train_02431,train,train,train_legacy
train_05922,train_05922,train_05922,train,train,train_legacy
train_01284,train_01284,train_01284,train,train,train_legacy
train_04690,train_04690,train_04690,train,train,train_legacy
train_03698,train_03698,train_03698,train,train,train_legacy
train_01892,train_01892,train_01892,train,train,train_legacy
train_04141,train_04141,train_04141,train,train,train_legacy
train_added_test_01333,test_01333,test_01333,test,train,train_added
train_03081,train_03081,train_03081,train,train,train_legacy
train_04351,train_04351,train_04351,train,train,train_legacy
train_02191,train_02191,train_02191,train,train,train_legacy
train_02388,train_02388,train_02388,train,train,train_legacy
train_added_test_00431,test_00431,test_00431,test,train,train_added
train_03491,train_03491,train_03491,train,train,train_legacy
train_03512,train_03512,train_03512,train,train,train_legacy
train_05418,train_05418,train_05418,train,train,train_legacy
train_04417,train_04417,train_04417,train,train,train_legacy
train_04441,train_04441,train_04441,train,train,train_legacy
train_01480,train_01480,train_01480,train,train,train_legacy
train_03184,train_03184,train_03184,train,train,train_legacy
train_05913,train_05913,train_05913,train,train,train_legacy
train_02114,train_02114,train_02114,train,train,train_legacy
train_00457,train_00457,train_00457,train,train,train_legacy
train_added_test_01935,test_01935,test_01935,test,train,train_added
train_00941,train_00941,train_00941,train,train,train_legacy
train_05254,train_05254,train_05254,train,train,train_legacy
train_03068,train_03068,train_03068,train,train,train_legacy
train_04293,train_04293,train_04293,train,train,train_legacy
train_01801,train_01801,train_01801,train,train,train_legacy
train_03305,train_03305,train_03305,train,train,train_legacy
train_05708,train_05708,train_05708,train,train,train_legacy
train_01940,train_01940,train_01940,train,train,train_legacy
train_added_test_01943,test_01943,test_01943,test,train,train_added
train_05945,train_05945,train_05945,train,train,train_legacy
train_05772,train_05772,train_05772,train,train,train_legacy
train_01916,train_01916,train_01916,train,train,train_legacy
train_01543,train_01543,train_01543,train,train,train_legacy
train_03295,train_03295,train_03295,train,train,train_legacy
train_added_test_02439,test_02439,test_02439,test,train,train_added
train_added_test_00032,test_00032,test_00032,test,train,train_added
train_05958,train_05958,train_05958,train,train,train_legacy
train_00652,train_00652,train_00652,train,train,train_legacy
train_05746,train_05746,train_05746,train,train,train_legacy
train_04489,train_04489,train_04489,train,train,train_legacy
train_04842,train_04842,train_04842,train,train,train_legacy
train_02322,train_02322,train_02322,train,train,train_legacy
train_05747,train_05747,train_05747,train,train,train_legacy
train_00826,train_00826,train_00826,train,train,train_legacy
train_04478,train_04478,train_04478,train,train,train_legacy
train_04716,train_04716,train_04716,train,train,train_legacy
train_04179,train_04179,train_04179,train,train,train_legacy
train_00654,train_00654,train_00654,train,train,train_legacy
train_00013,train_00013,train_00013,train,train,train_legacy
train_05642,train_05642,train_05642,train,train,train_legacy
train_03147,train_03147,train_03147,train,train,train_legacy
train_02884,train_02884,train_02884,train,train,train_legacy
train_03872,train_03872,train_03872,train,train,train_legacy
train_added_val_search_00053,val_search_00053,val_search_00053,val_search,train,train_added
train_00796,train_00796,train_00796,train,train,train_legacy
train_05784,train_05784,train_05784,train,train,train_legacy
train_05975,train_05975,train_05975,train,train,train_legacy
train_01118,train_01118,train_01118,train,train,train_legacy
train_added_val_confirm_00770,val_confirm_00770,val_confirm_00770,val_confirm,train,train_added
train_02788,train_02788,train_02788,train,train,train_legacy
train_00749,train_00749,train_00749,train,train,train_legacy
train_added_val_confirm_01099,val_confirm_01099,val_confirm_01099,val_confirm,train,train_added
train_04224,train_04224,train_04224,train,train,train_legacy
train_05416,train_05416,train_05416,train,train,train_legacy
train_00052,train_00052,train_00052,train,train,train_legacy
train_added_test_01995,test_01995,test_01995,test,train,train_added
train_05892,train_05892,train_05892,train,train,train_legacy
train_03700,train_03700,train_03700,train,train,train_legacy
train_05036,train_05036,train_05036,train,train,train_legacy
train_00089,train_00089,train_00089,train,train,train_legacy
train_05929,train_05929,train_05929,train,train,train_legacy
train_added_val_confirm_00141,val_confirm_00141,val_confirm_00141,val_confirm,train,train_added
train_01103,train_01103,train_01103,train,train,train_legacy
train_05323,train_05323,train_05323,train,train,train_legacy
train_05370,train_05370,train_05370,train,train,train_legacy
train_03703,train_03703,train_03703,train,train,train_legacy
train_04099,train_04099,train_04099,train,train,train_legacy
train_02324,train_02324,train_02324,train,train,train_legacy
train_01993,train_01993,train_01993,train,train,train_legacy
train_01020,train_01020,train_01020,train,train,train_legacy
train_02299,train_02299,train_02299,train,train,train_legacy
train_02446,train_02446,train_02446,train,train,train_legacy
train_04384,train_04384,train_04384,train,train,train_legacy
train_01698,train_01698,train_01698,train,train,train_legacy
train_00935,train_00935,train_00935,train,train,train_legacy
train_02263,train_02263,train_02263,train,train,train_legacy
train_02052,train_02052,train_02052,train,train,train_legacy
train_added_val_confirm_00677,val_confirm_00677,val_confirm_00677,val_confirm,train,train_added
train_04878,train_04878,train_04878,train,train,train_legacy
train_02434,train_02434,train_02434,train,train,train_legacy
train_03662,train_03662,train_03662,train,train,train_legacy
train_05590,train_05590,train_05590,train,train,train_legacy
train_04882,train_04882,train_04882,train,train,train_legacy
train_02584,train_02584,train_02584,train,train,train_legacy
train_00522,train_00522,train_00522,train,train,train_legacy
train_added_test_01623,test_01623,test_01623,test,train,train_added
train_05826,train_05826,train_05826,train,train,train_legacy
train_04895,train_04895,train_04895,train,train,train_legacy
train_02774,train_02774,train_02774,train,train,train_legacy
train_05242,train_05242,train_05242,train,train,train_legacy
train_02337,train_02337,train_02337,train,train,train_legacy
train_added_val_search_00228,val_search_00228,val_search_00228,val_search,train,train_added
train_04874,train_04874,train_04874,train,train,train_legacy
train_00046,train_00046,train_00046,train,train,train_legacy
train_05628,train_05628,train_05628,train,train,train_legacy
train_05357,train_05357,train_05357,train,train,train_legacy
train_03672,train_03672,train_03672,train,train,train_legacy
train_05463,train_05463,train_05463,train,train,train_legacy
train_02945,train_02945,train_02945,train,train,train_legacy
train_01664,train_01664,train_01664,train,train,train_legacy
train_02927,train_02927,train_02927,train,train,train_legacy
train_03518,train_03518,train_03518,train,train,train_legacy
train_added_test_02176,test_02176,test_02176,test,train,train_added
train_05554,train_05554,train_05554,train,train,train_legacy
train_02728,train_02728,train_02728,train,train,train_legacy
train_01014,train_01014,train_01014,train,train,train_legacy
train_04547,train_04547,train_04547,train,train,train_legacy
train_00350,train_00350,train_00350,train,train,train_legacy
train_02483,train_02483,train_02483,train,train,train_legacy
train_01784,train_01784,train_01784,train,train,train_legacy
train_05845,train_05845,train_05845,train,train,train_legacy
train_00844,train_00844,train_00844,train,train,train_legacy
train_02331,train_02331,train_02331,train,train,train_legacy
train_02408,train_02408,train_02408,train,train,train_legacy
train_added_val_confirm_00074,val_confirm_00074,val_confirm_00074,val_confirm,train,train_added
train_00673,train_00673,train_00673,train,train,train_legacy
train_added_val_confirm_00449,val_confirm_00449,val_confirm_00449,val_confirm,train,train_added
train_added_test_00044,test_00044,test_00044,test,train,train_added
train_03460,train_03460,train_03460,train,train,train_legacy
train_00927,train_00927,train_00927,train,train,train_legacy
train_04435,train_04435,train_04435,train,train,train_legacy
train_04779,train_04779,train_04779,train,train,train_legacy
train_00885,train_00885,train_00885,train,train,train_legacy
train_00804,train_00804,train_00804,train,train,train_legacy
train_00111,train_00111,train_00111,train,train,train_legacy
train_03033,train_03033,train_03033,train,train,train_legacy
train_03501,train_03501,train_03501,train,train,train_legacy
train_02875,train_02875,train_02875,train,train,train_legacy
train_00798,train_00798,train_00798,train,train,train_legacy
train_05760,train_05760,train_05760,train,train,train_legacy
train_02618,train_02618,train_02618,train,train,train_legacy
train_added_val_confirm_00900,val_confirm_00900,val_confirm_00900,val_confirm,train,train_added
train_added_val_confirm_00708,val_confirm_00708,val_confirm_00708,val_confirm,train,train_added
train_05409,train_05409,train_05409,train,train,train_legacy
train_04186,train_04186,train_04186,train,train,train_legacy
train_05128,train_05128,train_05128,train,train,train_legacy
train_00450,train_00450,train_00450,train,train,train_legacy
train_02007,train_02007,train_02007,train,train,train_legacy
train_03873,train_03873,train_03873,train,train,train_legacy
train_03373,train_03373,train_03373,train,train,train_legacy
train_added_test_01066,test_01066,test_01066,test,train,train_added
train_01301,train_01301,train_01301,train,train,train_legacy
train_00429,train_00429,train_00429,train,train,train_legacy
train_02770,train_02770,train_02770,train,train,train_legacy
train_added_test_00554,test_00554,test_00554,test,train,train_added
train_05083,train_05083,train_05083,train,train,train_legacy
train_added_test_01843,test_01843,test_01843,test,train,train_added
train_05025,train_05025,train_05025,train,train,train_legacy
train_added_val_search_00079,val_search_00079,val_search_00079,val_search,train,train_added
train_01704,train_01704,train_01704,train,train,train_legacy
train_added_test_01745,test_01745,test_01745,test,train,train_added
train_02381,train_02381,train_02381,train,train,train_legacy
train_03192,train_03192,train_03192,train,train,train_legacy
train_05487,train_05487,train_05487,train,train,train_legacy
train_03617,train_03617,train_03617,train,train,train_legacy
train_05939,train_05939,train_05939,train,train,train_legacy
train_00684,train_00684,train_00684,train,train,train_legacy
train_00725,train_00725,train_00725,train,train,train_legacy
train_03157,train_03157,train_03157,train,train,train_legacy
train_04388,train_04388,train_04388,train,train,train_legacy
train_00385,train_00385,train_00385,train,train,train_legacy
train_03865,train_03865,train_03865,train,train,train_legacy
train_04001,train_04001,train_04001,train,train,train_legacy
train_01514,train_01514,train_01514,train,train,train_legacy
train_00795,train_00795,train_00795,train,train,train_legacy
train_04576,train_04576,train_04576,train,train,train_legacy
train_added_val_confirm_00010,val_confirm_00010,val_confirm_00010,val_confirm,train,train_added
train_03387,train_03387,train_03387,train,train,train_legacy
train_00586,train_00586,train_00586,train,train,train_legacy
train_01908,train_01908,train_01908,train,train,train_legacy
train_00571,train_00571,train_00571,train,train,train_legacy
train_01621,train_01621,train_01621,train,train,train_legacy
train_02059,train_02059,train_02059,train,train,train_legacy
train_03744,train_03744,train_03744,train,train,train_legacy
train_01149,train_01149,train_01149,train,train,train_legacy
train_02222,train_02222,train_02222,train,train,train_legacy
train_04071,train_04071,train_04071,train,train,train_legacy
train_03059,train_03059,train_03059,train,train,train_legacy
train_00661,train_00661,train_00661,train,train,train_legacy
train_01884,train_01884,train_01884,train,train,train_legacy
train_05741,train_05741,train_05741,train,train,train_legacy
train_02208,train_02208,train_02208,train,train,train_legacy
train_02120,train_02120,train_02120,train,train,train_legacy
train_01612,train_01612,train_01612,train,train,train_legacy
train_04267,train_04267,train_04267,train,train,train_legacy
train_05250,train_05250,train_05250,train,train,train_legacy
train_added_val_search_00023,val_search_00023,val_search_00023,val_search,train,train_added
train_01647,train_01647,train_01647,train,train,train_legacy
train_02077,train_02077,train_02077,train,train,train_legacy
train_added_val_confirm_00670,val_confirm_00670,val_confirm_00670,val_confirm,train,train_added
train_01487,train_01487,train_01487,train,train,train_legacy
train_05274,train_05274,train_05274,train,train,train_legacy
train_03048,train_03048,train_03048,train,train,train_legacy
train_00112,train_00112,train_00112,train,train,train_legacy
train_03176,train_03176,train_03176,train,train,train_legacy
train_00768,train_00768,train_00768,train,train,train_legacy
train_03853,train_03853,train_03853,train,train,train_legacy
train_01004,train_01004,train_01004,train,train,train_legacy
train_02848,train_02848,train_02848,train,train,train_legacy
train_04807,train_04807,train_04807,train,train,train_legacy
train_01649,train_01649,train_01649,train,train,train_legacy
train_04034,train_04034,train_04034,train,train,train_legacy
train_02530,train_02530,train_02530,train,train,train_legacy
train_01511,train_01511,train_01511,train,train,train_legacy
train_01709,train_01709,train_01709,train,train,train_legacy
train_05388,train_05388,train_05388,train,train,train_legacy
train_00099,train_00099,train_00099,train,train,train_legacy
train_added_val_confirm_00223,val_confirm_00223,val_confirm_00223,val_confirm,train,train_added
train_05118,train_05118,train_05118,train,train,train_legacy
train_added_val_confirm_00547,val_confirm_00547,val_confirm_00547,val_confirm,train,train_added
train_02898,train_02898,train_02898,train,train,train_legacy
train_added_test_01646,test_01646,test_01646,test,train,train_added
train_00581,train_00581,train_00581,train,train,train_legacy
train_added_val_confirm_00243,val_confirm_00243,val_confirm_00243,val_confirm,train,train_added
train_00646,train_00646,train_00646,train,train,train_legacy
train_02035,train_02035,train_02035,train,train,train_legacy
train_03934,train_03934,train_03934,train,train,train_legacy
train_00318,train_00318,train_00318,train,train,train_legacy
train_01859,train_01859,train_01859,train,train,train_legacy
train_05630,train_05630,train_05630,train,train,train_legacy
train_02435,train_02435,train_02435,train,train,train_legacy
train_02051,train_02051,train_02051,train,train,train_legacy
train_01562,train_01562,train_01562,train,train,train_legacy
train_01544,train_01544,train_01544,train,train,train_legacy
train_04055,train_04055,train_04055,train,train,train_legacy
train_00879,train_00879,train_00879,train,train,train_legacy
train_02641,train_02641,train_02641,train,train,train_legacy
train_added_test_02166,test_02166,test_02166,test,train,train_added
train_01513,train_01513,train_01513,train,train,train_legacy
train_added_test_00976,test_00976,test_00976,test,train,train_added
train_02329,train_02329,train_02329,train,train,train_legacy
train_added_val_search_00369,val_search_00369,val_search_00369,val_search,train,train_added
train_01839,train_01839,train_01839,train,train,train_legacy
train_03623,train_03623,train_03623,train,train,train_legacy
train_00314,train_00314,train_00314,train,train,train_legacy
train_02787,train_02787,train_02787,train,train,train_legacy
train_03040,train_03040,train_03040,train,train,train_legacy
train_04740,train_04740,train_04740,train,train,train_legacy
train_03439,train_03439,train_03439,train,train,train_legacy
train_01008,train_01008,train_01008,train,train,train_legacy
train_added_test_00162,test_00162,test_00162,test,train,train_added
train_04096,train_04096,train_04096,train,train,train_legacy
train_added_val_confirm_01062,val_confirm_01062,val_confirm_01062,val_confirm,train,train_added
train_00620,train_00620,train_00620,train,train,train_legacy
train_05544,train_05544,train_05544,train,train,train_legacy
train_03352,train_03352,train_03352,train,train,train_legacy
train_05048,train_05048,train_05048,train,train,train_legacy
train_05485,train_05485,train_05485,train,train,train_legacy
train_00072,train_00072,train_00072,train,train,train_legacy
train_02967,train_02967,train_02967,train,train,train_legacy
train_02508,train_02508,train_02508,train,train,train_legacy
train_03100,train_03100,train_03100,train,train,train_legacy
train_01106,train_01106,train_01106,train,train,train_legacy
train_02984,train_02984,train_02984,train,train,train_legacy
train_02392,train_02392,train_02392,train,train,train_legacy
train_03324,train_03324,train_03324,train,train,train_legacy
train_added_val_confirm_00372,val_confirm_00372,val_confirm_00372,val_confirm,train,train_added
train_02479,train_02479,train_02479,train,train,train_legacy
train_00889,train_00889,train_00889,train,train,train_legacy
train_04875,train_04875,train_04875,train,train,train_legacy
train_02904,train_02904,train_02904,train,train,train_legacy
train_01994,train_01994,train_01994,train,train,train_legacy
train_04910,train_04910,train_04910,train,train,train_legacy
train_01295,train_01295,train_01295,train,train,train_legacy
train_00470,train_00470,train_00470,train,train,train_legacy
train_04507,train_04507,train_04507,train,train,train_legacy
train_00532,train_00532,train_00532,train,train,train_legacy
train_05694,train_05694,train_05694,train,train,train_legacy
train_04102,train_04102,train_04102,train,train,train_legacy
train_01885,train_01885,train_01885,train,train,train_legacy
train_03510,train_03510,train_03510,train,train,train_legacy
train_05272,train_05272,train_05272,train,train,train_legacy
train_04683,train_04683,train_04683,train,train,train_legacy
train_02474,train_02474,train_02474,train,train,train_legacy
train_03038,train_03038,train_03038,train,train,train_legacy
train_01112,train_01112,train_01112,train,train,train_legacy
train_05130,train_05130,train_05130,train,train,train_legacy
train_00955,train_00955,train_00955,train,train,train_legacy
train_01139,train_01139,train_01139,train,train,train_legacy
train_05095,train_05095,train_05095,train,train,train_legacy
train_added_test_00407,test_00407,test_00407,test,train,train_added
train_02814,train_02814,train_02814,train,train,train_legacy
train_00271,train_00271,train_00271,train,train,train_legacy
train_02096,train_02096,train_02096,train,train,train_legacy
train_03012,train_03012,train_03012,train,train,train_legacy
train_05901,train_05901,train_05901,train,train,train_legacy
train_00678,train_00678,train_00678,train,train,train_legacy
train_05352,train_05352,train_05352,train,train,train_legacy
train_05937,train_05937,train_05937,train,train,train_legacy
train_03164,train_03164,train_03164,train,train,train_legacy
train_05774,train_05774,train_05774,train,train,train_legacy
train_05679,train_05679,train_05679,train,train,train_legacy
train_04601,train_04601,train_04601,train,train,train_legacy
train_04112,train_04112,train_04112,train,train,train_legacy
train_04204,train_04204,train_04204,train,train,train_legacy
train_01965,train_01965,train_01965,train,train,train_legacy
train_03523,train_03523,train_03523,train,train,train_legacy
train_01760,train_01760,train_01760,train,train,train_legacy
train_04193,train_04193,train_04193,train,train,train_legacy
train_02282,train_02282,train_02282,train,train,train_legacy
train_05792,train_05792,train_05792,train,train,train_legacy
train_03651,train_03651,train_03651,train,train,train_legacy
train_04870,train_04870,train_04870,train,train,train_legacy
train_04103,train_04103,train_04103,train,train,train_legacy
train_00313,train_00313,train_00313,train,train,train_legacy
train_04699,train_04699,train_04699,train,train,train_legacy
train_04684,train_04684,train_04684,train,train,train_legacy
train_added_test_00462,test_00462,test_00462,test,train,train_added
train_00208,train_00208,train_00208,train,train,train_legacy
train_01331,train_01331,train_01331,train,train,train_legacy
train_04789,train_04789,train_04789,train,train,train_legacy
train_04725,train_04725,train_04725,train,train,train_legacy
train_04041,train_04041,train_04041,train,train,train_legacy
train_05301,train_05301,train_05301,train,train,train_legacy
train_03029,train_03029,train_03029,train,train,train_legacy
train_02971,train_02971,train_02971,train,train,train_legacy
train_added_val_confirm_00271,val_confirm_00271,val_confirm_00271,val_confirm,train,train_added
train_added_val_confirm_00903,val_confirm_00903,val_confirm_00903,val_confirm,train,train_added
train_05362,train_05362,train_05362,train,train,train_legacy
train_00014,train_00014,train_00014,train,train,train_legacy
train_05094,train_05094,train_05094,train,train,train_legacy
train_05494,train_05494,train_05494,train,train,train_legacy
train_04676,train_04676,train_04676,train,train,train_legacy
train_05051,train_05051,train_05051,train,train,train_legacy
train_04637,train_04637,train_04637,train,train,train_legacy
train_05836,train_05836,train_05836,train,train,train_legacy
train_added_test_01033,test_01033,test_01033,test,train,train_added
train_00155,train_00155,train_00155,train,train,train_legacy
train_00975,train_00975,train_00975,train,train,train_legacy
train_00241,train_00241,train_00241,train,train,train_legacy
train_02143,train_02143,train_02143,train,train,train_legacy
train_04722,train_04722,train_04722,train,train,train_legacy
train_01321,train_01321,train_01321,train,train,train_legacy
train_05880,train_05880,train_05880,train,train,train_legacy
train_added_val_confirm_00193,val_confirm_00193,val_confirm_00193,val_confirm,train,train_added
train_02992,train_02992,train_02992,train,train,train_legacy
train_03104,train_03104,train_03104,train,train,train_legacy
train_05653,train_05653,train_05653,train,train,train_legacy
train_03328,train_03328,train_03328,train,train,train_legacy
train_03537,train_03537,train_03537,train,train,train_legacy
train_04656,train_04656,train_04656,train,train,train_legacy
train_01517,train_01517,train_01517,train,train,train_legacy
train_05926,train_05926,train_05926,train,train,train_legacy
train_04585,train_04585,train_04585,train,train,train_legacy
train_04169,train_04169,train_04169,train,train,train_legacy
train_01669,train_01669,train_01669,train,train,train_legacy
train_04360,train_04360,train_04360,train,train,train_legacy
train_added_test_00085,test_00085,test_00085,test,train,train_added
train_00260,train_00260,train_00260,train,train,train_legacy
train_05949,train_05949,train_05949,train,train,train_legacy
train_04854,train_04854,train_04854,train,train,train_legacy
train_00116,train_00116,train_00116,train,train,train_legacy
train_02151,train_02151,train_02151,train,train,train_legacy
train_02647,train_02647,train_02647,train,train,train_legacy
train_00458,train_00458,train_00458,train,train,train_legacy
train_00415,train_00415,train_00415,train,train,train_legacy
train_added_test_00363,test_00363,test_00363,test,train,train_added
train_04648,train_04648,train_04648,train,train,train_legacy
train_01131,train_01131,train_01131,train,train,train_legacy
train_05369,train_05369,train_05369,train,train,train_legacy
train_04868,train_04868,train_04868,train,train,train_legacy
train_added_val_confirm_01048,val_confirm_01048,val_confirm_01048,val_confirm,train,train_added
train_03687,train_03687,train_03687,train,train,train_legacy
train_02361,train_02361,train_02361,train,train,train_legacy
train_03908,train_03908,train_03908,train,train,train_legacy
train_01495,train_01495,train_01495,train,train,train_legacy
train_03602,train_03602,train_03602,train,train,train_legacy
train_01703,train_01703,train_01703,train,train,train_legacy
train_04822,train_04822,train_04822,train,train,train_legacy
train_01880,train_01880,train_01880,train,train,train_legacy
train_added_test_02405,test_02405,test_02405,test,train,train_added
train_00694,train_00694,train_00694,train,train,train_legacy
train_01761,train_01761,train_01761,train,train,train_legacy
train_04609,train_04609,train_04609,train,train,train_legacy
train_02161,train_02161,train_02161,train,train,train_legacy
train_added_val_confirm_00509,val_confirm_00509,val_confirm_00509,val_confirm,train,train_added
train_added_test_01884,test_01884,test_01884,test,train,train_added
train_01809,train_01809,train_01809,train,train,train_legacy
train_01042,train_01042,train_01042,train,train,train_legacy
train_03766,train_03766,train_03766,train,train,train_legacy
train_00330,train_00330,train_00330,train,train,train_legacy
train_02293,train_02293,train_02293,train,train,train_legacy
train_01445,train_01445,train_01445,train,train,train_legacy
train_05916,train_05916,train_05916,train,train,train_legacy
train_01466,train_01466,train_01466,train,train,train_legacy
train_04533,train_04533,train_04533,train,train,train_legacy
train_05129,train_05129,train_05129,train,train,train_legacy
train_05619,train_05619,train_05619,train,train,train_legacy
train_03259,train_03259,train_03259,train,train,train_legacy
train_01909,train_01909,train_01909,train,train,train_legacy
train_00186,train_00186,train_00186,train,train,train_legacy
train_02749,train_02749,train_02749,train,train,train_legacy
train_00097,train_00097,train_00097,train,train,train_legacy
train_03577,train_03577,train_03577,train,train,train_legacy
train_00707,train_00707,train_00707,train,train,train_legacy
train_04362,train_04362,train_04362,train,train,train_legacy
train_02312,train_02312,train_02312,train,train,train_legacy
train_added_test_01541,test_01541,test_01541,test,train,train_added
train_05629,train_05629,train_05629,train,train,train_legacy
train_04110,train_04110,train_04110,train,train,train_legacy
train_05433,train_05433,train_05433,train,train,train_legacy
train_added_val_confirm_00098,val_confirm_00098,val_confirm_00098,val_confirm,train,train_added
train_05054,train_05054,train_05054,train,train,train_legacy
train_00602,train_00602,train_00602,train,train,train_legacy
train_02588,train_02588,train_02588,train,train,train_legacy
train_05011,train_05011,train_05011,train,train,train_legacy
train_03272,train_03272,train_03272,train,train,train_legacy
train_00410,train_00410,train_00410,train,train,train_legacy
train_03511,train_03511,train_03511,train,train,train_legacy
train_05456,train_05456,train_05456,train,train,train_legacy
train_04704,train_04704,train_04704,train,train,train_legacy
train_added_test_01667,test_01667,test_01667,test,train,train_added
train_01555,train_01555,train_01555,train,train,train_legacy
train_00294,train_00294,train_00294,train,train,train_legacy
train_02179,train_02179,train_02179,train,train,train_legacy
train_00253,train_00253,train_00253,train,train,train_legacy
train_03733,train_03733,train_03733,train,train,train_legacy
train_04376,train_04376,train_04376,train,train,train_legacy
train_02891,train_02891,train_02891,train,train,train_legacy
train_01283,train_01283,train_01283,train,train,train_legacy
train_00278,train_00278,train_00278,train,train,train_legacy
train_05300,train_05300,train_05300,train,train,train_legacy
train_01794,train_01794,train_01794,train,train,train_legacy
train_added_val_search_00006,val_search_00006,val_search_00006,val_search,train,train_added
train_05355,train_05355,train_05355,train,train,train_legacy
train_03911,train_03911,train_03911,train,train,train_legacy
train_01000,train_01000,train_01000,train,train,train_legacy
train_01825,train_01825,train_01825,train,train,train_legacy
train_02058,train_02058,train_02058,train,train,train_legacy
train_00443,train_00443,train_00443,train,train,train_legacy
train_added_val_confirm_00689,val_confirm_00689,val_confirm_00689,val_confirm,train,train_added
train_00026,train_00026,train_00026,train,train,train_legacy
train_02466,train_02466,train_02466,train,train,train_legacy
train_01116,train_01116,train_01116,train,train,train_legacy
train_05585,train_05585,train_05585,train,train,train_legacy
train_00621,train_00621,train_00621,train,train,train_legacy
train_03448,train_03448,train_03448,train,train,train_legacy
train_02750,train_02750,train_02750,train,train,train_legacy
train_02568,train_02568,train_02568,train,train,train_legacy
train_03377,train_03377,train_03377,train,train,train_legacy
train_00388,train_00388,train_00388,train,train,train_legacy
train_04593,train_04593,train_04593,train,train,train_legacy
train_01897,train_01897,train_01897,train,train,train_legacy
train_00882,train_00882,train_00882,train,train,train_legacy
train_05245,train_05245,train_05245,train,train,train_legacy
train_01695,train_01695,train_01695,train,train,train_legacy
train_added_test_01174,test_01174,test_01174,test,train,train_added
train_added_val_confirm_00327,val_confirm_00327,val_confirm_00327,val_confirm,train,train_added
train_added_val_confirm_00073,val_confirm_00073,val_confirm_00073,val_confirm,train,train_added
train_00233,train_00233,train_00233,train,train,train_legacy
train_added_test_00742,test_00742,test_00742,test,train,train_added
train_03264,train_03264,train_03264,train,train,train_legacy
train_05924,train_05924,train_05924,train,train,train_legacy
train_03193,train_03193,train_03193,train,train,train_legacy
train_03980,train_03980,train_03980,train,train,train_legacy
train_03458,train_03458,train_03458,train,train,train_legacy
train_02076,train_02076,train_02076,train,train,train_legacy
train_01738,train_01738,train_01738,train,train,train_legacy
train_01231,train_01231,train_01231,train,train,train_legacy
train_05147,train_05147,train_05147,train,train,train_legacy
train_04743,train_04743,train_04743,train,train,train_legacy
train_04289,train_04289,train_04289,train,train,train_legacy
train_01591,train_01591,train_01591,train,train,train_legacy
train_added_val_confirm_00321,val_confirm_00321,val_confirm_00321,val_confirm,train,train_added
train_01539,train_01539,train_01539,train,train,train_legacy
train_03002,train_03002,train_03002,train,train,train_legacy
train_04466,train_04466,train_04466,train,train,train_legacy
train_03474,train_03474,train_03474,train,train,train_legacy
train_02850,train_02850,train_02850,train,train,train_legacy
train_added_test_01746,test_01746,test_01746,test,train,train_added
train_01479,train_01479,train_01479,train,train,train_legacy
train_03461,train_03461,train_03461,train,train,train_legacy
train_01793,train_01793,train_01793,train,train,train_legacy
train_04232,train_04232,train_04232,train,train,train_legacy
train_05412,train_05412,train_05412,train,train,train_legacy
train_03685,train_03685,train_03685,train,train,train_legacy
train_05931,train_05931,train_05931,train,train,train_legacy
train_added_test_00795,test_00795,test_00795,test,train,train_added
train_03814,train_03814,train_03814,train,train,train_legacy
train_02390,train_02390,train_02390,train,train,train_legacy
